word	idx	context	definition	domain	hypernym
acquaintance	9	I know of the man ; but have no acquaintance with him .	a person with whom you are acquainted	11	['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']
deliberation	3	it was the deliberation of his act that was insulting	(usually plural) discussion of all sides of a question	11	['discussion', 'give-and-take', 'word']
foundation	3	he lacks the foundation necessary for advanced study	an institution supported by an endowment	11	['financial_institution', 'financial_organization', 'financial_organisation']
installation	8	he gave a speech as part of his installation into the hall of fame	the act of installing something (as equipment)	11	['beginning', 'start', 'commencement']
shtik	3	he 's a shtik crazy	(Yiddish) a devious trick; a bit of cheating	11	['trick', 'fast_one']
harbour	6	The city has an excellent natural harbour .	a place of refuge and comfort and security	11	['refuge', 'sanctuary', 'asylum']
nose	5	the hound has a good nose	a front that resembles a human nose (especially the front of an aircraft)	11	['front']
pencil	2	an eyebrow pencil	graphite (or a similar substance) used in such a way as to be a medium of communication	11	['graphite', 'black_lead', 'plumbago']
commission	9	The real - estate broker charged a four percent commission for their knowledge on bidding for commercial properties ; for their intellectual perspective on making a formal offer and the strategy to obtain a mutually satisfying deal with the seller in favour of the buyer .	a group of representatives or delegates	11	['organization', 'organisation']
denizen	5	The bald eagle is a denizen of the northern part of the state .	a person who inhabits a particular place	11	['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']
base	9	he told the painter that he wanted a yellow base with just a hint of green	any of various water-soluble compounds capable of turning litmus blue and reacting with an acid to form a salt and water	11	['compound', 'chemical_compound']
growth	1	a growth of hair	a progression from simpler to more complex forms	11	['development', 'evolution']
drought	10	when England defeated Pakistan it ended a ten - year drought	a shortage of rainfall	11	['dryness', 'waterlessness', 'xerotes']
joy	1	a joy to behold	the emotion of great happiness	11	['emotion']
aliyah	2	students making aliyah	(Judaism) the honor of being called up to the reading desk in the synagogue to read from the Torah	11	['award', 'accolade', 'honor', 'honour', 'laurels']
capacity	2	limited runway capacity	a specified function	11	['function', 'office', 'part', 'role']
writing	0	writing was a form of therapy for him	(usually plural) the collected work of an author	11	['oeuvre', 'work', 'body_of_work']
sound	5	the main body of the sound ran parallel to the coast	the subjective sensation of hearing something	11	['sensation', 'esthesis', 'aesthesis', 'sense_experience', 'sense_impression', 'sense_datum']
easiness	2	the very easiness of the deed held her back	the quality of being easy in behavior or style	11	['behavior', 'behaviour', 'conduct', 'doings']
painting	2	a small painting by Picasso	the act of applying paint to a surface	11	['application', 'coating', 'covering']
go	3	it 's my go	a usually brief attempt	11	['attempt', 'effort', 'endeavor', 'endeavour', 'try']
tilt	3	the court 's tilt toward conservative rulings	the property possessed by a line or surface that departs from the vertical	11	['position', 'spatial_relation']
youth	0	youth everywhere rises in revolt	a young person (especially a young man or boy)	11	['juvenile', 'juvenile_person']
club	1	each club played six home games with teams in its own division	a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink	11	['spot']
board	2	room and board	a flat piece of material designed for a special purpose	11	['sheet', 'flat_solid']
embodiment	1	the embodiment of hope	a concrete representation of an otherwise nebulous concept	11	['concretism', 'concrete_representation']
crisis	6	they went bankrupt during the economic crisis	a crucial stage or turning point in the course of something	11	['juncture', 'occasion']
muscle	4	the senators used their muscle to get the party leader to resign	animal tissue consisting predominantly of contractile cells	11	['animal_tissue']
wish	3	he got his wish	(usually plural) a polite expression of desire for someone's welfare	11	['greeting', 'salutation']
influence	4	he was a bad influence on the children	a power to affect persons or events especially power based on prestige etc	11	['power', 'powerfulness']
stress	0	stress is a vasoconstrictor	the relative prominence of a syllable or musical note (especially with regard to stress or pitch)	11	['prosody', 'inflection']
heritage	3	the world 's heritage of knowledge	practices that are handed down from the past by tradition	11	['practice']
restraint	7	the room was simply decorated with great restraint	a device that retards something's motion	11	['device']
pity	3	it 's a pity he could n't do it	a feeling of sympathy and sorrow for the misfortunes of others	11	['sympathy', 'fellow_feeling']
dissipation	1	the dissipation of the mist	useless or profitless activity; using or expending or consuming thoughtlessly or carelessly	11	['activity']
intellect	4	he has a keen intellect	a person who uses the mind creatively	11	['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']
induction	6	he was ordered to report for induction into the army	the act of bringing about something (especially at an early time)	11	['introduction', 'debut', 'first_appearance', 'launching', 'unveiling', 'entry']
grip	8	in Britain they call a bobby pin a grip	an intellectual hold or understanding	11	['influence']
terror	2	he used terror to make them confess	a person who inspires fear or dread	11	['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']
danger	13	" Two territorial questions .. unsettled .. each of which was a positive danger to the peace of Europe " ( Times , 5 Sept. 3/2 ) .	a dangerous place	11	['area', 'country']
association	7	conditioning is a form of learning by association	a social or business relationship	11	['relationship']
blockage	3	There was a blockage in the sewer , so we called out the plumber .	an obstruction in a pipe or tube	11	['obstruction', 'obstructor', 'obstructer', 'impediment', 'impedimenta']
prohibition	5	they were restrained by a prohibition in their charter	a law forbidding the sale of alcoholic beverages	11	['law']
diet	1	The diet of the Giant Panda consists mainly of bamboo .	the act of restricting your food intake (or your intake of particular foods)	11	['fast', 'fasting']
fuzz	9	he tried to clear his head of the whisky fuzz	filamentous hairlike growth on a plant	11	['plant_process', 'enation']
scrap	7	the unhappy couple got into a terrible scrap	worthless material that is to be disposed of	11	['waste', 'waste_material', 'waste_matter', 'waste_product']
snap	3	the infielder 's snap and throw was a single motion	a fastener used on clothing; fastens with a snapping sound	11	['fastener', 'fastening', 'holdfast', 'fixing']
life	1	real life	animation and energy in action or expression	11	['animation', 'spiritedness', 'invigoration', 'brio', 'vivification']
setting	2	a place setting of sterling flatware	the physical position of something	11	['position', 'place']
sophistication	5	he practiced the art of sophistication upon reason	being expert or having knowledge of some technical subject	11	['expertness', 'expertise']
role	5	My neighbor was the lead role in last year 's village play .	the actions and activities assigned to or required or expected of a person or group	11	['duty']
square	10	the carpenter who built this room must have lost his square	the product of two equal terms	11	['number']
shot	6	the nurse gave him a flu shot	an informal photograph; usually made with a small hand-held camera	11	['photograph', 'photo', 'exposure', 'picture', 'pic']
largeness	6	the might have repercussions of unimaginable largeness	the capacity to understand a broad range of topics	11	['intelligence']
surface	10	it was not what it appeared to be on the surface	the outer boundary of an artifact or a material layer constituting or resembling such a boundary	11	['artifact', 'artefact']
agency	3	she has free agency	an administrative unit of government	11	['administrative_unit', 'administrative_body']
hour	3	we live an hour from the airport	a special and memorable period	11	['time_period', 'period_of_time', 'period']
agency	3	The superintendence and agency of Providence in the natural world . --Woodward .	an administrative unit of government	11	['administrative_unit', 'administrative_body']
breed	4	Google represents a new breed of entrepreneurs	a special variety of domesticated animals within a species	11	['animal_group']
tear	12	he took the manuscript in both hands and gave it a mighty tear	a drop of the clear salty saline solution secreted by the lacrimal glands	11	['drop', 'drib', 'driblet']
hostility	5	he could not conceal his hostility	the feeling of a hostile person	11	['hate', 'hatred']
middle	2	In the middle of the marathon , David collapsed from fatigue .	time between the beginning and the end of a temporal period	11	['point', 'point_in_time']
activity	3	the level of activity declines with age	the state of being active	11	['state']
hell	2	war is hell	any place of pain and turmoil	11	['region', 'part']
stab	3	he took a stab at forecasting	a sudden sharp feeling	11	['feeling']
cut	4	he played the first cut on the cd	the division of a deck of cards before dealing	11	['division']
barrage	1	a barrage of questions	the heavy fire of artillery to saturate an area rather than hit a specific target	11	['fire', 'firing']
breakdown	8	After so much stress , he suffered a breakdown and simply gave up .	the act of disrupting an established order so it fails to continue	11	['disruption', 'perturbation']
bottom	4	they started at the bottom of the hill	a cargo ship	11	['cargo_ship', 'cargo_vessel']
affiliation	3	a valuable financial affiliation	the act of becoming formally connected or joined	11	['association']
buzz	1	the buzz of excitement was so great that a formal denial was issued	sound of rapid vibration	11	['sound']
recognition	7	territorial disputes were resolved in Guatemala 's recognition of Belize in 1991	the state or quality of being recognized or acknowledged	11	['acceptance']
fire	3	Clinton directed his fire at the Republican Party	the event of something burning (often destructive)	11	['happening', 'occurrence', 'occurrent', 'natural_event']
fiefdom	3	The duke 's fiefdom had been greatly expanded as a reward for his dutiful military service on behalf of the king .	an organization that is controlled by a dominant person or group	11	['organization', 'organisation']
flowage	4	rock fracture and rock flowage are different types of geological deformation	a body of water that has been created by deliberately flooding an area	11	['body_of_water', 'water']
closeness	2	the sudden closeness of the dock sent him into action	a feeling of being intimate and belonging together	11	['belonging']
patronage	6	The restaurant had an upper class patronage .	the business given to a commercial establishment by its customers	11	['business']
attitude	10	The airliner had to land with a nose - up attitude after the incident .	a theatrical pose created for effect	11	['affectation', 'mannerism', 'pose', 'affectedness']
pull	4	it was a long pull but we made it	a sharp strain on muscles or ligaments	11	['injury', 'hurt', 'harm', 'trauma']
section	10	the history of this work is discussed in the next section	a small class of students who are part of a larger course but are taught separately	11	['class', 'form', 'grade', 'course']
dish	4	they served me a dish of rice	a piece of dishware normally used as a container for holding or serving food	11	['container']
shape	6	geometry is the mathematical science of shape	any spatial attributes (especially as defined by outline)	11	['spatial_property', 'spatiality']
spin	5	the campaign put a favorable spin on the story	a swift whirling motion (usually of a missile)	11	['rotation', 'revolution', 'gyration']
strip	15	You use strips of paper in papier mache . He welded together some pieces of strip .	a form of erotic entertainment in which a dancer gradually undresses to music	11	['nude_dancing']
meeting	3	there was no meeting of minds	a formally arranged gathering	11	['gathering', 'assemblage']
tremor	3	She felt a tremor in her stomach before going on stage .	a small earthquake	11	['earthquake', 'quake', 'temblor', 'seism']
acquisition	3	the child 's acquisition of language	something acquired	11	['transferred_property', 'transferred_possession']
confusion	4	the army retreated in confusion	a mental state characterized by a lack of clear and orderly thought and behavior	11	['cognitive_state', 'state_of_mind']
stripe	3	businessmen of every stripe joined in opposition to the proposal	V-shaped sleeve badge indicating military rank and service	11	['badge']
check	8	as he called the role he put a check mark by each student 's name	an appraisal of the state of affairs	11	['appraisal', 'assessment']
rise	6	they asked for a 10 % rise in rates	(theology) the origination of the Holy Spirit at Pentecost	11	['origin', 'origination', 'inception']
toilet	4	he made his morning toilet and went to breakfast	misfortune resulting in lost effort or money	11	['misfortune', 'bad_luck', 'tough_luck', 'ill_luck']
reappearance	1	the reappearance of Halley 's comet	the act of someone appearing again	11	['appearance']
transfer	1	the transfer of the music from record to tape suppressed much of the background noise	someone who transfers or is transferred from one position to another	11	['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']
dig	7	they set up camp next to the dig	an aggressive remark directed at a person like a missile and intended to have a telling effect	11	['remark', 'comment', 'input']
profession	1	a profession of disagreement	an occupation requiring special education (especially in the liberal arts or sciences)	11	['occupation', 'business', 'job', 'line_of_work', 'line']
bang	3	he got a bang on the head	the swift release of a store of affective force	11	['exhilaration', 'excitement']
exchange	4	they had a bitter exchange	chemical process in which one atom or ion or group changes places with another	11	['chemical_phenomenon']
motivation	5	we did not understand his motivation	the condition of being motivated	11	['condition', 'status']
bang	12	When he struck it with a hammer , there was a loud bang .	a border of hair that is cut short and hangs across the forehead	11	['hairdo', 'hairstyle', 'hair_style', 'coiffure', 'coif']
care	5	he handled the vase with care	attention and management implying responsibility for safety	11	['protection']
break	2	Make a break for it	an unexpected piece of good luck	11	['accident', 'stroke', 'fortuity', 'chance_event']
help	3	there 's no help for it	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose	11	['activity']
policy	9	you should have read the small print on your policy	a plan of action adopted by an individual or social group	11	['plan_of_action']
street	4	be careful crossing the street	people living or working on the same street	11	['neighborhood', 'neighbourhood']
reinstatement	1	her reinstatement to her former office followed quickly	the act of restoring someone to a previous position	11	['restoration']
pressure	2	he used pressure to stop the bleeding	the somatic sensation that results from applying force to an area of skin	11	['somesthesia', 'somaesthesia', 'somatesthesia', 'somatic_sensation']
board	1	the board has seven members	a flat portable surface (usually rectangular) designed for board games	11	['surface']
wake	7	there 's no weeping at an Irish wake	the wave that spreads behind a boat as it moves forward	11	['wave', 'moving_ridge']
tool	3	He was a tool , no more than a pawn to her .	an implement used in the practice of a vocation	11	['implement']
kid	0	kid gloves	a human offspring (son or daughter) of any age	11	['offspring', 'progeny', 'issue']
gem	3	he had the gem set in a ring for his wife	a person who is as brilliant and precious as a piece of jewelry	11	['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']
can	6	Could you tell me where I can find the restroom ?	the fleshy part of the human body that you sit on	11	['body_part']
mess	4	the house was a mess	(often followed by `of') a large number or amount or extent	11	['large_indefinite_quantity', 'large_indefinite_amount']
nut	7	He was driving his car like a nut .	one of the two male reproductive glands that produce spermatozoa and secrete androgens	11	['gonad', 'sex_gland']
dinner	7	guests should never be late to a dinner party	the main meal of the day served in the evening or at midday	11	['meal', 'repast']
attack	4	he published an unexpected attack on my work	a sudden occurrence of an uncontrollable condition	11	['affliction']
ticket	6	this car could be just the ticket for a small family	a list of candidates nominated by a political party to run for election to public offices	11	['list', 'listing']
catch	1	the catch was only 10 fish	anything that is caught (especially if it is worth catching)	11	['object', 'physical_object']
totality	3	appalled by the totality of the destruction	the quality of being complete and indiscriminate	11	['generality']
noise	15	He knew that it was trash day , when the garbage collectors made all the noise .	sound of any kind (especially unintelligible or dissonant sound)	11	['sound']
smoothness	11	the weather system of the Pacific is determined by the uninterrupted smoothness of the ocean	powerful and effective language	11	['expressive_style', 'style']
inadequacy	5	juvenile offenses often reflect an inadequacy in the parents	lack of an adequate quantity or number	11	['amount']
probation	0	probation is part of the sentencing process	a trial period during which an offender has time to redeem himself or herself	11	['trial_period', 'test_period']
delay	6	instant replay caused too long a delay	the act of delaying; inactivity resulting in something being put off until a later time	11	['inactivity']
